prof_id,title
Director Of Operations,Director Of Operations
Responsable Pôle Nature en Ville,Responsable Pôle Nature en Ville
Service Representative,Service Representative
Research And Development Consultant,Research And Development Consultant
Deputy CEO 〡Corporate Partnerships Lead 〡Equalities Podcast Co-ordinator 〡 Diversity in Menopause,Deputy CEO 〡Corporate Partnerships Lead 〡Equalities Podcast Co-ordinator 〡 Diversity in Menopause
Founder I Chef,Founder I Chef
Founder and General Manager,Founder and General Manager
Co Director,Co Director
Data Associate,Data Associate
"Compliance Program Management Director, Responsible Supply Chain","Compliance Program Management Director, Responsible Supply Chain"
International Project Officer,International Project Officer
Group Lead Climate & Environment,Group Lead Climate & Environment
Co-Owner | Creative Director | Business Development | Head of Brand,Co-Owner | Creative Director | Business Development | Head of Brand
Business Sustainability and Impact,Business Sustainability and Impact
Group Head of Sustainability,Group Head of Sustainability
Director of Business Development,Director of Business Development
Chief Investment Officer,Chief Investment Officer
Analyst,Analyst
Marknadskoordinator,Marknadskoordinator
Freelance Graphic Designer,Freelance Graphic Designer
Board Trustee,Board Trustee
Expert Advisor/Global Business Leader/Supply Chain/CSR/Business Diversity,Expert Advisor/Global Business Leader/Supply Chain/CSR/Business Diversity
"Asia Pacific Sustainability, Sustainable Supply Chains Managing Director, PwC Hong Kong","Asia Pacific Sustainability, Sustainable Supply Chains Managing Director, PwC Hong Kong"
Full Professor and Chair in Responsible Management,Full Professor and Chair in Responsible Management
Operations Director Sweden,Operations Director Sweden
Chairman & CEO,Chairman & CEO
Founder/Managing Director,Founder/Managing Director
"Late stage Co founder - Discover Today, Change Tomorrow","Late stage Co founder - Discover Today, Change Tomorrow"
"guanghzou jianyuan biology technology Co., Ltd- sales manager","guanghzou jianyuan biology technology Co., Ltd- sales manager"
Co-Founder and Director,Co-Founder and Director
Assistant Director,Assistant Director
Editor & Chief Executive Officer,Editor & Chief Executive Officer
Senior ESG Associate | Corporate Finance,Senior ESG Associate | Corporate Finance
Director-General,Director-General
"Regional Director, CIP, Planning and Supply Chain (Rolled Products Asia)","Regional Director, CIP, Planning and Supply Chain (Rolled Products Asia)"
Chief Business Officer,Chief Business Officer
Founding member - member of the board,Founding member - member of the board
Co-founder,Co-founder
Senior Environmental Policy Advisor,Senior Environmental Policy Advisor
Founder and Creative director,Founder and Creative director
Senior Quality & Safety Assurance Specialist,Senior Quality & Safety Assurance Specialist
Coordenadora do Curso de Graduação em Gestão Financeira,Coordenadora do Curso de Graduação em Gestão Financeira
Project Director,Project Director
Head of Future Manufacturing,Head of Future Manufacturing
Sales Operations Specialist,Sales Operations Specialist
Head of Sustainability Solutions - RDS,Head of Sustainability Solutions - RDS
Deputy Director (Head of Sustainability & CSR)/ Renewables,Deputy Director (Head of Sustainability & CSR)/ Renewables
Board Chairperson,Board Chairperson
Sustainability and Social Value Manager,Sustainability and Social Value Manager
Contact,Contact
Partner & Business Strategist,Partner & Business Strategist
Advisory Board,Advisory Board
Chief Scientist,Chief Scientist
Senior Agile Advisor,Senior Agile Advisor
VD & Styrelseordförande,VD & Styrelseordförande
Senior User Experience Researcher / Project Lead,Senior User Experience Researcher / Project Lead
"Director, Sustainability and ESG","Director, Sustainability and ESG"
Head of ESG,Head of ESG
"Senior Analyst- Climate Change, Ultra-Poor Graduation Programme","Senior Analyst- Climate Change, Ultra-Poor Graduation Programme"
Contremaître Parcs & Horticulture,Contremaître Parcs & Horticulture
Lead Sherpa - Learning in the 22nd Century,Lead Sherpa - Learning in the 22nd Century
Director Strategic Development,Director Strategic Development
Area Sales Manager,Area Sales Manager
PHD Candidate,PHD Candidate
Head Coach Women,Head Coach Women
Geschäftsführer und Co-Founder,Geschäftsführer und Co-Founder
Associate Director,Associate Director
Head of Knowledge Transfer- South Asia,Head of Knowledge Transfer- South Asia
CEO & co-founder,CEO & co-founder
Resercher,Resercher
Technical Leader - SSI - Enterprise Solutions,Technical Leader - SSI - Enterprise Solutions
"Owner, CEO and Founder","Owner, CEO and Founder"
Coach and Ecotherapist,Coach and Ecotherapist
Head of Sales MICE Nordics,Head of Sales MICE Nordics
Senior Project Manager,Senior Project Manager
Government Affairs Manager,Government Affairs Manager
Business Owner,Business Owner
Vice Chairman of the Board,Vice Chairman of the Board
CEO and President of The Ashkin Group,CEO and President of The Ashkin Group
Consultant / Leadership Coach / CEO / MD,Consultant / Leadership Coach / CEO / MD
Sustainability Project Manager,Sustainability Project Manager
Consultant in Logistics and Organizational dev.,Consultant in Logistics and Organizational dev.
Programme Manager at Pilot Programme for Series Co-Productions,Programme Manager at Pilot Programme for Series Co-Productions
VP Sustainability and D&I,VP Sustainability and D&I
"Specialist Customer Success Partner, Intelligent Spend Management and Business Network","Specialist Customer Success Partner, Intelligent Spend Management and Business Network"
Managing Consultant - US Environmental Impact Accounting & Global Biodiversity practice,Managing Consultant - US Environmental Impact Accounting & Global Biodiversity practice
Senior Sustainability Manager,Senior Sustainability Manager
Senior Event & Sales Manager at Sheraton Grand London Park Lane,Senior Event & Sales Manager at Sheraton Grand London Park Lane
Sustainability Business Development Manager - Western Europe,Sustainability Business Development Manager - Western Europe
Advisor & Project Management - Sustainability | CSR | Social Impact | Connector,Advisor & Project Management - Sustainability | CSR | Social Impact | Connector
Investor,Investor
"Consultant, Debt & CSR Financing and Credit Management","Consultant, Debt & CSR Financing and Credit Management"
Presidente Assiwama,Presidente Assiwama
Global Business Development Manager Food & Personal Care,Global Business Development Manager Food & Personal Care
Hållbarhets- och Kvalitetschef,Hållbarhets- och Kvalitetschef
GENERAL MANAGER TOLY (PRODUCTS) ASIA,GENERAL MANAGER TOLY (PRODUCTS) ASIA
Area Manager - England South & Wales,Area Manager - England South & Wales
Sustainable Business Advisor & Partner,Sustainable Business Advisor & Partner
"CEO, Founder","CEO, Founder"
"Regional Health, Safety and Environmental Manager","Regional Health, Safety and Environmental Manager"
President and Chief Executive Officer,President and Chief Executive Officer
CEO & Co-founder,CEO & Co-founder
Project Management Associate (Client Operations),Project Management Associate (Client Operations)
Principal Economist,Principal Economist
Head Sustainability Due Diligence,Head Sustainability Due Diligence
Founder / Chief Purpose & Innovation Officer / Internal Investor Relations,Founder / Chief Purpose & Innovation Officer / Internal Investor Relations
Climate Justice Manager,Climate Justice Manager
Sócio Diretor - Conselheiro,Sócio Diretor - Conselheiro
Sekretariatsleder,Sekretariatsleder
Sustainability/ESG Professor,Sustainability/ESG Professor
Novel In Progress: MOURNING DOVE,Novel In Progress: MOURNING DOVE
"Managing Director, Geneva HQ & Strategic Partnerships","Managing Director, Geneva HQ & Strategic Partnerships"
Senior Ux Researcher,Senior Ux Researcher
Associate Editor - Frontiers in Ecology and the Environment,Associate Editor - Frontiers in Ecology and the Environment
Chief of External Affairs,Chief of External Affairs
Global Head of International Sustainable Business,Global Head of International Sustainable Business
Energy & Climate Solutions Manager | Nordics,Energy & Climate Solutions Manager | Nordics
CEO - Landscape & Catchment Ecologist & Systems Sustainability Scientist,CEO - Landscape & Catchment Ecologist & Systems Sustainability Scientist
Chairman,Chairman
Venture Advisor,Venture Advisor
"Senior Vice President, Climate Change","Senior Vice President, Climate Change"
Executive Board Member,Executive Board Member
Low Carbon Project Officer,Low Carbon Project Officer
Senior Lecturer in strategic Leadership & OB,Senior Lecturer in strategic Leadership & OB
Sustainability Champion,Sustainability Champion
CEO & Secretary-General,CEO & Secretary-General
Associate Director Responsible Sourcing Compliance,Associate Director Responsible Sourcing Compliance
Professor of Sustainability,Professor of Sustainability
R&D Sustainable Construction & Processes,R&D Sustainable Construction & Processes
Social Sustainability Manager,Social Sustainability Manager
Founder & Secretary-General,Founder & Secretary-General
"Country Manager, Nigeria and Cameroon","Country Manager, Nigeria and Cameroon"
"Vice President of Safety, Sustainability and Occupational Health","Vice President of Safety, Sustainability and Occupational Health"
"Founder Maasai Center for Regenerative Pastoralism, Regenerative Grazing Consultant","Founder Maasai Center for Regenerative Pastoralism, Regenerative Grazing Consultant"
Investment Specialist,Investment Specialist
Executive Secretary to Principal,Executive Secretary to Principal
Co-Founder | Technology,Co-Founder | Technology
Head of Business HR,Head of Business HR
UK Sustainability Projects Lead,UK Sustainability Projects Lead
Senior Credit Risk Manager,Senior Credit Risk Manager
"Independent Consultant: Representing NYSERDA (Codes, Products and Standards)","Independent Consultant: Representing NYSERDA (Codes, Products and Standards)"
"Director of Sustainability, :eStrategy, Board Advisory","Director of Sustainability, :eStrategy, Board Advisory"
Director - Knowledge Solutions,Director - Knowledge Solutions
Principal Climate Consultant,Principal Climate Consultant
"Director, Global Health Innovation (Strategic Programs and Partnerships)","Director, Global Health Innovation (Strategic Programs and Partnerships)"
Programme Lead of Sustainable Natural Resources Management,Programme Lead of Sustainable Natural Resources Management
Kvalitets- och miljöansvarig,Kvalitets- och miljöansvarig
"Member, AccountAbility AA1000 Standards Board","Member, AccountAbility AA1000 Standards Board"
Environmental & Social Impact Coordinator,Environmental & Social Impact Coordinator
"Non Executive Director, Chair of the Corporate Sustainability Committee","Non Executive Director, Chair of the Corporate Sustainability Committee"
Executive Director - Head of ESG & Sustainability,Executive Director - Head of ESG & Sustainability
"Freelance Consultant, Auditor, Trainer, Verifier,developer","Freelance Consultant, Auditor, Trainer, Verifier,developer"
Associate Consultant,Associate Consultant
Senior Sustainability Consultant,Senior Sustainability Consultant
Human Rights and Supply Chain Sustainability Manager,Human Rights and Supply Chain Sustainability Manager
Head of Integrated Production,Head of Integrated Production
Co-Presenter,Co-Presenter
Partner - Group CEO,Partner - Group CEO
Member of the Board of Advisors,Member of the Board of Advisors
Senior Sustainability Engineer,Senior Sustainability Engineer
Chairman Governing Board,Chairman Governing Board
"Founder, Director","Founder, Director"
Lead Electrical Engineer and Package Manager,Lead Electrical Engineer and Package Manager
Founder/,Founder/
Co-Founder | Chief Growth Officer,Co-Founder | Chief Growth Officer
Docente freelance,Docente freelance
Innesäljare,Innesäljare
Member & Head of digitization forum,Member & Head of digitization forum
Director of Finance And Operations,Director of Finance And Operations
EA / PA - Owner,EA / PA - Owner
Founder and President,Founder and President
Paralegal,Paralegal
Country Sales Manager,Country Sales Manager
Social Activist 🇮🇳,Social Activist 🇮🇳
Senior ESG and Sustainability Specialist,Senior ESG and Sustainability Specialist
Non-Executive Director,Non-Executive Director
Chef de Projet Efficacité Energétique,Chef de Projet Efficacité Energétique
Research Fellow- The Biodiversity Finance Initiative (BIOFIN),Research Fellow- The Biodiversity Finance Initiative (BIOFIN)
Founder. CEO,Founder. CEO
